央视IPV4,#genre#
隋唐英雄传,http://live.iill.top/yy.php?id=1352475619
老三国,http://mtv.wuzhij.com/huya.php?id=11602081&cdn=hwcdn
老三国,http://159.75.85.63:35455/huya/11602081?cdn=txcdn
老三国,http://159.75.85.63:35455/huya/11602081?cdn=hscdn
老三国,http://159.75.85.63:35455/huya/11602081?cdn=hwcdn
新三国,http://mtv.wuzhij.com/huya.php?id=11352944&cdn=hwcdn
新三国,http://159.75.85.63:35455/huya/11352944?cdn=txcdn
新三国,http://159.75.85.63:35455/huya/11352944?cdn=hscdn
新三国,http://159.75.85.63:35455/huya/11352944?cdn=hwcdn
新水浒,http://mtv.wuzhij.com/huya.php?id=11342384&cdn=txcdn
新水浒,http://159.75.85.63:35455/huya/11342384?cdn=txcdn
新水浒,http://159.75.85.63:35455/huya/11342384?cdn=hscdn
新水浒,http://159.75.85.63:35455/huya/11342384?cdn=hwcdn
铁齿铜牙纪晓岚,http://mtv.wuzhij.com/huya.php?id=11342396&cdn=hwcdn
铁齿铜牙纪晓岚,http://159.75.85.63:35455/huya/11342396?cdn=txcdn
铁齿铜牙纪晓岚,http://159.75.85.63:35455/huya/11342396?cdn=hscdn
铁齿铜牙纪晓岚,http://159.75.85.63:35455/huya/11342396?cdn=hwcdn
庆余年,http://mtv.wuzhij.com/huya.php?id=11352960&cdn=txcdn
庆余年,http://159.75.85.63:35455/huya/11352960?cdn=txcdn
庆余年,http://159.75.85.63:35455/huya/11352960?cdn=hscdn
庆余年,http://159.75.85.63:35455/huya/11352960?cdn=hwcdn
雍正王朝,http://mtv.wuzhij.com/huya.php?id=11342439&cdn=hwcdn
雍正王朝,http://159.75.85.63:35455/huya/11342439?cdn=txcdn
雍正王朝,http://159.75.85.63:35455/huya/11342439?cdn=hscdn
雍正王朝,http://159.75.85.63:35455/huya/11342439?cdn=hwcdn
少年包青天,http://live.iill.top/yy.php?id=1356043677
少年包青天1-3,http://live.iill.top/yy.php?id=38498680
少年包青天3,http://live.iill.top/yy.php?id=1382851540
风云雄霸天下,http://mtv.wuzhij.com/huya.php?id=21059612&cdn=txcdn
风云雄霸天下,http://159.75.85.63:35455/huya/21059612?cdn=txcdn
风云雄霸天下,http://159.75.85.63:35455/huya/21059612?cdn=hscdn
风云雄霸天下,http://159.75.85.63:35455/huya/21059612?cdn=hwcdn
封神榜陈浩民版,http://mtv.wuzhij.com/huya.php?id=23749096&cdn=txcdn
封神榜陈浩民版,http://159.75.85.63:35455/huya/23749096?cdn=txcdn
封神榜陈浩民版,http://159.75.85.63:35455/huya/23749096?cdn=hscdn
封神榜陈浩民版,http://159.75.85.63:35455/huya/23749096?cdn=hwcdn
少年张三丰,http://mtv.wuzhij.com/huya.php?id=26355824&cdn=hwcdn
少年张三丰,http://159.75.85.63:35455/huya/26355824?cdn=txcdn
少年张三丰,http://159.75.85.63:35455/huya/26355824?cdn=hscdn
少年张三丰,http://159.75.85.63:35455/huya/26355824?cdn=hwcdn
倚天屠龙记,http://mtv.wuzhij.com/huya.php?id=11342403&cdn=txcdn
倚天屠龙记,http://159.75.85.63:35455/huya/11342403?cdn=txcdn
倚天屠龙记,http://159.75.85.63:35455/huya/11342403?cdn=hscdn
倚天屠龙记,http://159.75.85.63:35455/huya/11342403?cdn=hwcdn
知否知否,http://live.iill.top/yy.php?id=21881901
正阳门下,http://live.iill.top/yy.php?id=1354931580
雍正王朝,http://live.iill.top/yy.php?id=23206872
神医喜来乐,http://live.iill.top/yy.php?id=1382714119
宰相刘罗锅,http://live.iill.top/yy.php?id=1382745191
隋唐英雄传,http://live.iill.top/yy.php?id=1352475619
康熙微服私访记,http://live.iill.top/yy.php?id=1352811698
康熙王朝,http://mtv.wuzhij.com/huya.php?id=11352940&cdn=hwcdn
康熙王朝,http://159.75.85.63:35455/huya/11352940?cdn=txcdn
康熙王朝,http://159.75.85.63:35455/huya/11352940?cdn=hscdn
康熙王朝,http://159.75.85.63:35455/huya/11352940?cdn=hwcdn
康熙王朝yy,http://live.iill.top/yy.php?id=23055599
大汉天子,http://live.iill.top/yy.php?id=1382736807
宰相刘罗锅,http://live.iill.top/yy.php?id=1382745191
神医喜来乐,http://tv.iill.top/yy.php?id=1382714119
https://tv.iill.top/%E5%85%AC%E5%91%8A.html
忠烈杨家将,http://live.iill.top/yy.php?id=1382749909
少年歌行,http://live.iill.top/yy.php?id=1450556636
雪中悍刀行,http://live.iill.top/yy.php?id=1382660835
鹊刀门传奇,http://live.iill.top/yy.php?id=1355344777
花千骨,http://live.iill.top/yy.php?id=1354943110
花千骨hy,http://mtv.wuzhij.com/huya.php?id=26355839&cdn=hwcdn
花千骨hy,http://159.75.85.63:35455/huya/26355839?cdn=txcdn
花千骨hy,http://159.75.85.63:35455/huya/26355839?cdn=hscdn
花千骨hy,http://159.75.85.63:35455/huya/26355839?cdn=hwcdn
刁蛮公主,http://mtv.wuzhij.com/huya.php?id=29465879&cdn=txcdn
刁蛮公主,http://159.75.85.63:35455/huya/29465879?cdn=txcdn
刁蛮公主,http://159.75.85.63:35455/huya/29465879?cdn=hscdn
刁蛮公主,http://159.75.85.63:35455/huya/29465879?cdn=hwcdn
神探狄仁杰,http://live.iill.top/yy.php?id=1351755386
神探狄仁杰hy,http://mtv.wuzhij.com/huya.php?id=11342425&cdn=hwcdn
神探狄仁杰hy,http://159.75.85.63:35455/huya/11342425?cdn=txcdn
神探狄仁杰hy,http://159.75.85.63:35455/huya/11342425?cdn=hscdn
神探狄仁杰hy,http://159.75.85.63:35455/huya/11342425?cdn=hwcdn
曲三更破案,http://mtv.wuzhij.com/huya.php?id=21059595&cdn=hwcdn
曲三更破案,http://159.75.85.63:35455/huya/21059595?cdn=txcdn
曲三更破案,http://159.75.85.63:35455/huya/21059595?cdn=hscdn
曲三更破案,http://159.75.85.63:35455/huya/21059595?cdn=hwcdn
李卫当官,http://mtv.wuzhij.com/huya.php?id=26355788&cdn=hwcdn
李卫当官,http://159.75.85.63:35455/huya/26355788?cdn=txcdn
李卫当官,http://159.75.85.63:35455/huya/26355788?cdn=hscdn
李卫当官,http://159.75.85.63:35455/huya/26355788?cdn=hwcdn
大宋提刑官,http://mtv.wuzhij.com/huya.php?id=26355856&cdn=hwcdn
大宋提刑官,http://159.75.85.63:35455/huya/26355856?cdn=txcdn
大宋提刑官,http://159.75.85.63:35455/huya/26355856?cdn=hscdn
大宋提刑官,http://159.75.85.63:35455/huya/26355856?cdn=hwcdn
仙剑奇侠传,http://live.iill.top/yy.php?id=1382749903
武林外传,http://live.iill.top/yy.php?id=1355652820
宝莲灯前传,http://live.iill.top/yy.php?id=1354931631
宝莲灯前传HY,http://mtv.wuzhij.com/huya.php?id=21059563&cdn=hwcdn
宝莲灯前传HY,http://159.75.85.63:35455/huya/21059563?cdn=txcdn
宝莲灯前传HY,http://159.75.85.63:35455/huya/21059563?cdn=hscdn
宝莲灯前传HY,http://159.75.85.63:35455/huya/21059563?cdn=hwcdn
西游记,http://mtv.wuzhij.com/huya.php?id=26355861&cdn=txcdn
西游记,http://159.75.85.63:35455/huya/26355861?cdn=txcdn
西游记,http://159.75.85.63:35455/huya/26355861?cdn=hscdn
西游记,http://159.75.85.63:35455/huya/26355861?cdn=hwcdn
西游记后传,http://live.iill.top/yy.php?id=1382736846
西游记张卫健版,http://live.iill.top/yy.php?id=1354936155
西游记2,http://mtv.wuzhij.com/huya.php?id=29465859&cdn=txcdn
西游记2,http://159.75.85.63:35455/huya/29465859?cdn=txcdn
西游记2,http://159.75.85.63:35455/huya/29465859?cdn=hscdn
西游记2,http://159.75.85.63:35455/huya/29465859?cdn=hwcdn
济公游记,http://live.iill.top/yy.php?id=1355265814
新白娘子传奇,http://live.iill.top/yy.php?id=1354930969
太子妃升职记,http://live.iill.top/yy.php?id=1354932359
楚汉骄雄,http://mtv.wuzhij.com/huya.php?id=23740156&cdn=hwcdn
楚汉骄雄,http://159.75.85.63:35455/huya/23740156?cdn=txcdn
楚汉骄雄,http://159.75.85.63:35455/huya/23740156?cdn=hscdn
楚汉骄雄,http://159.75.85.63:35455/huya/23740156?cdn=hwcdn
洗冤录,http://mtv.wuzhij.com/huya.php?id=23903130&cdn=hwcdn
洗冤录,http://159.75.85.63:35455/huya/23903130?cdn=txcdn
洗冤录,http://159.75.85.63:35455/huya/23903130?cdn=hscdn
洗冤录,http://159.75.85.63:35455/huya/23903130?cdn=hwcdn
金枝欲孽,http://mtv.wuzhij.com/huya.php?id=23865036&cdn=txcdn
金枝欲孽,http://159.75.85.63:35455/huya/23865036?cdn=txcdn
金枝欲孽,http://159.75.85.63:35455/huya/23865036?cdn=hscdn
金枝欲孽,http://159.75.85.63:35455/huya/23865036?cdn=hwcdn
金玉满堂,http://live.iill.top/yy.php?id=1382736881
天下第一,http://live.iill.top/yy.php?id=1382736838
公主嫁到,http://live.iill.top/yy.php?id=1382736915
延禧攻略,http://mtv.wuzhij.com/huya.php?id=26355864&cdn=txcdn
延禧攻略,http://159.75.85.63:35455/huya/26355864?cdn=txcdn
延禧攻略,http://159.75.85.63:35455/huya/26355864?cdn=hscdn
延禧攻略,http://159.75.85.63:35455/huya/26355864?cdn=hwcdn
宫心计,http://live.iill.top/yy.php?id=1354932429
寻秦记,http://live.iill.top/yy.php?id=1382749900
福贵,http://live.iill.top/yy.php?id=1354926537
金婚,http://live.iill.top/yy.php?id=1382736832
黑冰,http://live.iill.top/yy.php?id=1354932427
天道,http://live.iill.top/yy.php?id=1382735574
血色浪漫,http://live.iill.top/yy.php?id=1354926676
父母爱情,http://live.iill.top/yy.php?id=1354926650
情满四合院,http://live.iill.top/yy.php?id=1382736888
永远一家人,http://live.iill.top/yy.php?id=1382736873
爱情公寓,http://mtv.wuzhij.com/huya.php?id=11336726&cdn=hwcdn
爱情公寓,http://159.75.85.63:35455/huya/11336726?cdn=txcdn
爱情公寓,http://159.75.85.63:35455/huya/11336726?cdn=hscdn
爱情公寓,http://159.75.85.63:35455/huya/11336726?cdn=hwcdn
爱情公寓dy,http://tv.wuzhij.com/douyu/6863367
我爱我家,http://live.iill.top/yy.php?id=1382735557
家有儿女,http://mtv.wuzhij.com/huya.php?id=11352872&cdn=txcdn
家有儿女,http://159.75.85.63:35455/huya/11352872?cdn=txcdn
家有儿女,http://159.75.85.63:35455/huya/11352872?cdn=hscdn
家有儿女,http://159.75.85.63:35455/huya/11352872?cdn=hwcdn
回家的诱惑,http://live.iill.top/yy.php?id=1354658048
粉红色女郎,http://live.iill.top/yy.php?id=1354888671
放羊的星星,http://live.iill.top/yy.php?id=1355260662
来自星星的你,http://live.iill.top/yy.php?id=1354930976
繁花,http://mtv.wuzhij.com/huya.php?id=21059580&cdn=txcdn
繁花,http://159.75.85.63:35455/huya/21059580?cdn=txcdn
繁花,http://159.75.85.63:35455/huya/21059580?cdn=hscdn
繁花,http://159.75.85.63:35455/huya/21059580?cdn=hwcdn
上海滩80版,http://live.iill.top/yy.php?id=1382745184
大江大河,http://live.iill.top/yy.php?id=1382736806
大江大河2,http://live.iill.top/yy.php?id=1382736797
我的前半生,http://live.iill.top/yy.php?id=1382735564
小欢喜,http://live.iill.top/yy.php?id=1382737888
欢乐颂,http://tv.wuzhij.com/douyu/3756989
好先生,http://tv.wuzhij.com/douyu/9650792
情满四合院,http://live.iill.top/yy.php?id=1382745089
我的体育老师,http://live.iill.top/yy.php?id=1382745169
生逢灿烂的日子,http://live.iill.top/yy.php?id=1382745085
狂飙,http://live.iill.top/yy.php?id=1355142167
士兵突击yy,http://live.iill.top/yy.php?id=1382828766
士兵突击,http://mtv.wuzhij.com/huya.php?id=11342430&cdn=hwcdn
士兵突击,http://159.75.85.63:35455/huya/11342430?cdn=txcdn
士兵突击,http://159.75.85.63:35455/huya/11342430?cdn=hscdn
士兵突击,http://159.75.85.63:35455/huya/11342430?cdn=hwcdn
火蓝刀锋,http://live.iill.top/yy.php?id=1382737892
特种兵火凤凰,http://live.iill.top/yy.php?id=1463088777
怪医文三块,http://live.iill.top/yy.php?id=1354936154
邻里一家亲,http://mtv.wuzhij.com/huya.php?id=11342426&cdn=hwcdn
邻里一家亲,http://159.75.85.63:35455/huya/11342426?cdn=txcdn
邻里一家亲,http://159.75.85.63:35455/huya/11342426?cdn=hscdn
邻里一家亲,http://159.75.85.63:35455/huya/11342426?cdn=hwcdn
风筝,http://live.iill.top/yy.php?id=1354931585
伪装者,http://live.iill.top/yy.php?id=1382851593
叛逆者,http://live.iill.top/yy.php?id=1382736868
鬼吹灯之怒晴湘西,http://mtv.wuzhij.com/huya.php?id=11602075&cdn=hwcdn
鬼吹灯之怒晴湘西,http://159.75.85.63:35455/huya/11602075?cdn=txcdn
鬼吹灯之怒晴湘西,http://159.75.85.63:35455/huya/11602075?cdn=hscdn
鬼吹灯之怒晴湘西,http://159.75.85.63:35455/huya/11602075?cdn=hwcdn
鬼吹灯之龙岭迷窟,http://mtv.wuzhij.com/huya.php?id=29465863&cdn=hwcdn
鬼吹灯之龙岭迷窟,http://159.75.85.63:35455/huya/29465863?cdn=txcdn
鬼吹灯之龙岭迷窟,http://159.75.85.63:35455/huya/29465863?cdn=hscdn
鬼吹灯之龙岭迷窟,http://159.75.85.63:35455/huya/29465863?cdn=hwcdn
鬼吹灯之昆仑神宫,http://mtv.wuzhij.com/huya.php?id=11601957&cdn=hwcdn
鬼吹灯之昆仑神宫,http://159.75.85.63:35455/huya/11601957?cdn=txcdn
鬼吹灯之昆仑神宫,http://159.75.85.63:35455/huya/11601957?cdn=hscdn
鬼吹灯之昆仑神宫,http://159.75.85.63:35455/huya/11601957?cdn=hwcdn
鬼吹灯之云南虫谷,http://mtv.wuzhij.com/huya.php?id=11352898&cdn=hwcdn
鬼吹灯之云南虫谷,http://159.75.85.63:35455/huya/11352898?cdn=txcdn
鬼吹灯之云南虫谷,http://159.75.85.63:35455/huya/11352898?cdn=hscdn
鬼吹灯之云南虫谷,http://159.75.85.63:35455/huya/11352898?cdn=hwcdn
鬼吹灯之南海归墟,http://mtv.wuzhij.com/huya.php?id=11352883&cdn=hwcdn
鬼吹灯之南海归墟,http://159.75.85.63:35455/huya/11352883?cdn=txcdn
鬼吹灯之南海归墟,http://159.75.85.63:35455/huya/11352883?cdn=hscdn
鬼吹灯之南海归墟,http://159.75.85.63:35455/huya/11352883?cdn=hwcdn
使徒行者,http://mtv.wuzhij.com/huya.php?id=23734256&cdn=txcdn
使徒行者,http://159.75.85.63:35455/huya/23734256?cdn=txcdn
使徒行者,http://159.75.85.63:35455/huya/23734256?cdn=hscdn
使徒行者,http://159.75.85.63:35455/huya/23734256?cdn=hwcdn
飞虎之雷霆极战,http://live.iill.top/yy.php?id=1382736869
飞虎之潜行极战,http://live.iill.top/yy.php?id=1354932420
法证先锋Ⅰ,http://live.iill.top/yy.php?id=1354930939
法证先锋Ⅱ,http://live.iill.top/yy.php?id=1354888736
法证先锋Ⅲ,http://mtv.wuzhij.com/huya.php?id=23863804?cdn=hwcdn
法证先锋Ⅲ,http://159.75.85.63:35455/huya/23863804?cdn=txcdn
法证先锋Ⅲ,http://159.75.85.63:35455/huya/23863804?cdn=hscdn
法证先锋Ⅲ,http://159.75.85.63:35455/huya/23863804?cdn=hwcdn
法证先锋Ⅳ,http://mtv.wuzhij.com/huya.php?id=23829543&cdn=txcdn
法证先锋Ⅳ,http://159.75.85.63:35455/huya/23829543?cdn=txcdn
法证先锋Ⅳ,http://159.75.85.63:35455/huya/23829543?cdn=hscdn
法证先锋Ⅳ,http://159.75.85.63:35455/huya/23829543?cdn=hwcdn
谈判专家,http://live.iill.top/yy.php?id=1382735560
读心神探,http://live.iill.top/yy.php?id=1382736875
读心神探2节点,http://live.iill.top/yy.php?id=1382851589
心理追凶,http://live.iill.top/yy.php?id=1354936207
机动部队,http://live.iill.top/yy.php?id=1354932371
刑事侦缉档案,http://mtv.wuzhij.com/huya.php?id=23734169&cdn=txcdn
刑事侦缉档案,http://159.75.85.63:35455/huya/23734169?cdn=txcdn
刑事侦缉档案,http://159.75.85.63:35455/huya/23734169?cdn=hscdn
刑事侦缉档案,http://159.75.85.63:35455/huya/23734169?cdn=hwcdn
鉴证实录,http://mtv.wuzhij.com/huya.php?id=23903183
鉴证实录,http://159.75.85.63:35455/huya/23903183?cdn=txcdn
鉴证实录,http://159.75.85.63:35455/huya/23903183?cdn=hscdn
鉴证实录,http://159.75.85.63:35455/huya/23903183?cdn=hwcdn
扫黄先锋,http://mtv.wuzhij.com/huya.php?id=23903196
扫黄先锋,http://159.75.85.63:35455/huya/23903196?cdn=txcdn
扫黄先锋,http://159.75.85.63:35455/huya/23903196?cdn=hscdn
扫黄先锋,http://159.75.85.63:35455/huya/23903196?cdn=hwcdn
陀枪师姐,http://mtv.wuzhij.com/huya.php?id=23860039
陀枪师姐,http://159.75.85.63:35455/huya/23860039?cdn=txcdn
陀枪师姐,http://159.75.85.63:35455/huya/23860039?cdn=hscdn
陀枪师姐,http://159.75.85.63:35455/huya/23860039?cdn=hwcdn
创世纪,http://mtv.wuzhij.com/huya.php?id=23749083
创世纪,http://159.75.85.63:35455/huya/23749083?cdn=txcdn
创世纪,http://159.75.85.63:35455/huya/23749083?cdn=hscdn
创世纪,http://159.75.85.63:35455/huya/23749083?cdn=hwcdn
笑看风云,http://mtv.wuzhij.com/huya.php?id=23865058
笑看风云,http://159.75.85.63:35455/huya/23865058?cdn=txcdn
笑看风云,http://159.75.85.63:35455/huya/23865058?cdn=hwcdn
笑看风云,http://159.75.85.63:35455/huya/23865058?cdn=hscdn
流金岁月,http://live.iill.top/yy.php?id=1382736891
大时代,http://mtv.wuzhij.com/huya.php?id=23865161
大时代,http://159.75.85.63:35455/huya/23865161?cdn=txcdn
大时代,http://159.75.85.63:35455/huya/23865161?cdn=hscdn
大时代,http://159.75.85.63:35455/huya/23865161?cdn=hwcdn
缺宅男女,http://live.iill.top/yy.php?id=1382745088
搞笑一家人,http://mtv.wuzhij.com/huya.php?id=11342402
搞笑一家人,http://159.75.85.63:35455/huya/11342402?cdn=txcdn
搞笑一家人,http://159.75.85.63:35455/huya/11342402?cdn=hscdn
搞笑一家人,http://159.75.85.63:35455/huya/11342402?cdn=hwcdn
男亲女爱,http://live.iill.top/yy.php?id=1382736715
溏心风暴之家好月圆,http://live.iill.top/yy.php?id=1354888747
名媛望族,http://live.iill.top/yy.php?id=1354932431
连续剧台,http://cfss.cc/cdn/yy/1352227227.flv
抗战剧,http://cfss.cc/cdn/yy/1507704566.flv
燕双鹰,http://cfss.cc/cdn/yy/1354143942.flv
津门飞鹰,http://cfss.cc/cdn/yy/1354143942.flv
武工队传奇,http://cfss.cc/cdn/yy/22089862.flv
打狗棍,http://cfss.cc/cdn/yy/39736069.flv
地下交通站,http://cfss.cc/cdn/yy/37880083.flv
地下交通站,http://cfss.cc/cdn/yy/1382736795.flv
地下交通站,http://cfss.cc/cdn/yy/1353428972.flv
地下交通站,https://159.75.85.63:35455/huya/11342433?cdn=txcdn
小兵张嘎,http://cfss.cc/cdn/yy/1354930225.flv
五号特工组,http://cfss.cc/cdn/yy/1507704566.flv
游击队,https://159.75.85.63:35455/huya/11352936?cdn=txcdn
狼毒花,https://159.75.85.63:35455/huya/11602042?cdn=txcdn
二炮手,http://cfss.cc/cdn/yy/1354930964.flv
海绵宝宝,https://159.75.85.63:35455/huya/11352919?cdn=txcdn
成龙历险记,https://159.75.85.63:35455/huya/11352946?cdn=txcdn
樱桃小丸子,https://159.75.85.63:35455/huya/11342394?cdn=txcdn
火影忍者,https://159.75.85.63:35455/huya/11342385?cdn=txcdn
中华小当家,httpshttps://159.75.85.63:35455/huya/24257300?cdn=txcdn
网球王子,https://159.75.85.63:35455/huya/11352882?cdn=txcdn
封神榜86版,http://cfss.cc/cdn/yy/1353426319.flv
射雕英雄传83版,http://cfss.cc/cdn/yy/1354210357.flv
红楼梦87版,http://cfss.cc/cdn/yy/1382745084.flv
三国演义94版,http://cfss.cc/cdn/yy/1354930932.flv
新三国演义10版,http://cfss.cc/cdn/yy/1382851457.flv
新三国演义,http://cfss.cc/cdn/yy/1382851415.flv
新水浒传11版,https://159.75.85.63:35455/huya/11342384?cdn=txcdn
天龙八部黄日华版,http://cfss.cc/cdn/yy/1351814644.flv
神雕侠侣古天乐版,https://159.75.85.63:35455/huya/23865171?cdn=txcdn
笑傲江湖吕颂贤版,https://159.75.85.63:35455/huya/23865142?cdn=txcdn
倚天屠龙记吴启华版,https://159.75.85.63:35455/huya/23734246?cdn=txcdn
倚天屠龙记苏有朋版,http://cfss.cc/cdn/yy/1449856066.flv
包青天93,http://cfss.cc/cdn/yy/1356158015.flv
封神榜,http://cfss.cc/cdn/yy/1353426319.flv
神雕侠侣,http://cfss.cc/cdn/yy/1351762426.flv
鹿鼎记,http://cfss.cc/cdn/yy/28265277.flv
鹿鼎记梁朝伟版,https://159.75.85.63:35455/huya/23734183?cdn=txcdn
天龙八部,http://cfss.cc/cdn/yy/1351814644.flv
笑傲江湖,http://cfss.cc/cdn/yy/1354930909.flv
武林外传,http://cfss.cc/cdn/yy/21092633.flv
四大名捕,http://cfss.cc/cdn/yy/1354936203.flv
笑傲江湖2,http://cfss.cc/cdn/yy/1354282410.flv
寻秦记,http://cfss.cc/cdn/yy/1382851591.flv
寒山潜龙,http://cfss.cc/cdn/yy/1382745103.flv
隋唐英雄传,http://cfss.cc/cdn/yy/1352475619.flv
老三国,https://159.75.85.63:35455/huya/11602081?cdn=txcdn
新三国,https://159.75.85.63:35455/huya/11352944?cdn=txcdn
新水浒,https://159.75.85.63:35455/huya/11342384?cdn=txcdn
纪晓岚,https://159.75.85.63:35455/huya/11342396?cdn=txcdn
雍正王朝,https://159.75.85.63:35455/huya/11342439?cdn=txcdn
少年包青天,http://cfss.cc/cdn/yy/1356043677.flv
少年包青天1-3,http://cfss.cc/cdn/yy/38498680.flv
少年包青天3,http://cfss.cc/cdn/yy/1382851540.flv
风云雄霸天下,https://159.75.85.63:35455/huya/21059612?cdn=txcdn
封神榜陈浩民版,https://159.75.85.63:35455/huya/23749096?cdn=txcdn
少年张三丰,https://159.75.85.63:35455/huya/26355824?cdn=txcdn
倚天屠龙记,https://159.75.85.63:35455/huya/11342403?cdn=txcdn
知否知否,http://cfss.cc/cdn/yy/21881901.flv
正阳门下,http://cfss.cc/cdn/yy/1354931580.flv
雍正王朝,http://cfss.cc/cdn/yy/23206872.flv
神医喜来乐,http://cfss.cc/cdn/yy/1382714119.flv
宰相刘罗锅,http://cfss.cc/cdn/yy/1382745191.flv
隋唐英雄传,http://cfss.cc/cdn/yy/1352475619.flv
鹿鼎记陈小春版,https://159.75.85.63:35455/huya/23865080?cdn=txcdn
铁齿铜牙纪晓岚,https://159.75.85.63:35455/huya/11342396?cdn=txcdn
康熙微服私访记,http://cfss.cc/cdn/yy/1352811698.flv
康熙王朝,https://159.75.85.63:35455/huya/11352940?cdn=txcdn
康熙王朝,http://cfss.cc/cdn/yy/23055599.flv
雍正王朝,https://159.75.85.63:35455/huya/11342439?cdn=txcdn
大汉天子,http://cfss.cc/cdn/yy/1382736807.flv
宰相刘罗锅,http://cfss.cc/cdn/yy/1382745191.flv
神医喜来乐,http://cfss.cc/cdn/yy/1382714119.flv
忠烈杨家将,http://cfss.cc/cdn/yy/1382749909.flv
少年歌行,http://cfss.cc/cdn/yy/1450556636.flv
雪中悍刀行,http://cfss.cc/cdn/yy/1382660835.flv
庆余年,https://159.75.85.63:35455/huya/11352960?cdn=txcdn
鹊刀门传奇,http://cfss.cc/cdn/yy/1355344777.flv
花千骨,http://cfss.cc/cdn/yy/1354943110.flv
花千骨,https://159.75.85.63:35455/huya/26355839?cdn=txcdn
神探狄仁杰,http://cfss.cc/cdn/yy/1351755386.flv
神探狄仁杰,https://159.75.85.63:35455/huya/11342425?cdn=txcdn
李卫当官,https://159.75.85.63:35455/huya/26355788?cdn=txcdn
大宋提刑官,https://159.75.85.63:35455/huya/26355856?cdn=txcdn
仙剑奇侠传,http://cfss.cc/cdn/yy/1382749903.flv
武林外传,http://cfss.cc/cdn/yy/1355652820.flv
宝莲灯前传,http://cfss.cc/cdn/yy/1354931631.flv
宝莲灯前传,https://159.75.85.63:35455/huya/21059563?cdn=txcdn
西游记后传,http://cfss.cc/cdn/yy/1382736846.flv
西游记张卫健版,http://cfss.cc/cdn/yy/1354936155.flv
西游记2,https://159.75.85.63:35455/huya/29465859?cdn=txcdn
济公游记,http://cfss.cc/cdn/yy/1355265814.flv
新白娘子传奇,http://cfss.cc/cdn/yy/1354930969.flv
太子妃升职记,http://cfss.cc/cdn/yy/1354932359.flv
楚汉骄雄,https://159.75.85.63:35455/huya/23740156?cdn=txcdn
洗冤录,https://159.75.85.63:35455/huya/23903130?cdn=txcdn
金枝欲孽,https://159.75.85.63:35455/huya/23865036?cdn=txcdn
大唐双龙传,https://159.75.85.63:35455/huya/23728674?cdn=txcdn
金玉满堂,http://cfss.cc/cdn/yy/1382736881.flv
天下第一,http://cfss.cc/cdn/yy/1382736838.flv
公主嫁到,http://cfss.cc/cdn/yy/1382736915.flv
延禧攻略,https://159.75.85.63:35455/huya/26355864?cdn=txcdn
宫心计,http://cfss.cc/cdn/yy/1354932429.flv
寻秦记,http://cfss.cc/cdn/yy/1382749900.flv
福贵,http://cfss.cc/cdn/yy/1354926537.flv
金婚,http://cfss.cc/cdn/yy/1382736832.flv
黑冰,http://cfss.cc/cdn/yy/1354932427.flv
天道,http://cfss.cc/cdn/yy/1382735574.flv
血色浪漫,http://cfss.cc/cdn/yy/1354926676.flv
父母爱情,http://cfss.cc/cdn/yy/1354926650.flv
情满四合院,http://cfss.cc/cdn/yy/1382736888.flv
永远一家人,http://cfss.cc/cdn/yy/1382736873.flv
爱情公寓,https://159.75.85.63:35455/huya/11336726?cdn=txcdn
爱情公寓,http://tv.wuzhij.com/douyu/6863367
我爱我家,http://cfss.cc/cdn/yy/1382735557.flv
家有儿女,https://159.75.85.63:35455/huya/11352872?cdn=txcdn
回家的诱惑,http://cfss.cc/cdn/yy/1354658048.flv
粉红色女郎,http://cfss.cc/cdn/yy/1354888671.flv
放羊的星星,http://cfss.cc/cdn/yy/1355260662.flv
来自星星的你,http://cfss.cc/cdn/yy/1354930976.flv
繁花,https://159.75.85.63:35455/huya/21059580?cdn=txcdn
上海滩80版,http://cfss.cc/cdn/yy/1382745184.flv
大江大河,http://cfss.cc/cdn/yy/1382736806.flv
大江大河2,http://cfss.cc/cdn/yy/1382736797.flv
我的前半生,http://cfss.cc/cdn/yy/1382735564.flv
小欢喜,http://cfss.cc/cdn/yy/1382737888.flv
欢乐颂,http://tv.wuzhij.com/douyu/3756989
好先生,http://tv.wuzhij.com/douyu/9650792
情满四合院,http://cfss.cc/cdn/yy/1382745089.flv
我的体育老师,http://cfss.cc/cdn/yy/1382745169.flv
生逢灿烂的日子,http://cfss.cc/cdn/yy/1382745085.flv
狂飙,http://cfss.cc/cdn/yy/1355142167.flv
士兵突击,http://cfss.cc/cdn/yy/1382828766.flv
士兵突击,https://159.75.85.63:35455/huya/11342430?cdn=txcdn
火蓝刀锋,http://cfss.cc/cdn/yy/1382737892.flv
特种兵火凤凰,http://cfss.cc/cdn/yy/1463088777.flv
怪医文三块,http://cfss.cc/cdn/yy/1354936154.flv
爱情公寓,https://159.75.85.63:35455/huya/11336726?cdn=txcdn
家有儿女,https://159.75.85.63:35455/huya/11352872?cdn=txcdn
邻里一家亲,https://159.75.85.63:35455/huya/11342426?cdn=txcdn
风筝,http://cfss.cc/cdn/yy/1354931585.flv
伪装者,http://cfss.cc/cdn/yy/1382851593.flv
叛逆者,http://cfss.cc/cdn/yy/1382736868.flv
鬼吹灯之怒晴湘西,https://159.75.85.63:35455/huya/11602075?cdn=txcdn
